comparison,expected,n,repeat,scorer,n_target,n_test,KS,KS_p,CVM,CVM_p,KL
cifar-vs-imagenet64,reject,2000,1,entropy-2-mse,2000,2000,0.1015,2.1848880805291417e-09,4.4238698125000155,5.848210804515475e-11,0.04358806928860512
cifar-vs-imagenet64,reject,2000,2,entropy-2-mse,2000,2000,0.102,1.781417368743588e-09,4.29117156250004,1.0990042209613193e-10,0.048101923166489736
cifar-vs-imagenet64,reject,2000,3,entropy-2-mse,2000,2000,0.118,1.519208490991737e-12,6.275137187500036,2.06478167896762e-11,0.049619490554790695
cifar-vs-imagenet64,reject,2000,4,entropy-2-mse,2000,2000,0.1025,1.4509866640650722e-09,4.837138812500029,2.9433122605837525e-11,0.04190640048663506
cifar-vs-imagenet64,reject,2000,5,entropy-2-mse,2000,2000,0.1105,4.745912961197293e-11,5.576747875000024,4.0240821785886283e-10,0.051378629681999854
cifar-vs-imagenet64,reject,2000,6,entropy-2-mse,2000,2000,0.124,8.213581360358148e-14,7.16411375000007,3.052240682421825e-10,0.05401641247558217
cifar-vs-imagenet64,reject,2000,7,entropy-2-mse,2000,2000,0.1255,3.871180232832529e-14,7.894537687500019,1.877442645792371e-11,0.07452189005103944
cifar-vs-imagenet64,reject,2000,8,entropy-2-mse,2000,2000,0.097,1.3111865868694852e-08,4.148196625000082,2.239544105719915e-10,0.035519635505774826
cifar-vs-imagenet64,reject,2000,9,entropy-2-mse,2000,2000,0.115,6.185531739424822e-12,7.077651625000044,2.419345834780984e-10,0.05244777222768344
cifar-vs-imagenet64,reject,4000,0,entropy-2-mse,4000,4000,0.119,4.421383572564328e-25,11.743199500000173,7.550570169101434e-10,0.044844949932260764
cifar-vs-imagenet64,reject,4000,1,entropy-2-mse,4000,4000,0.121,6.423634881183569e-26,12.971972499999993,4.14861578423853e-09,0.05102623886923127
cifar-vs-imagenet64,reject,4000,2,entropy-2-mse,4000,4000,0.10125,2.910220193249719e-18,10.786009718750165,1.5341972137150606e-10,0.041551300967118864
cifar-vs-imagenet64,reject,4000,3,entropy-2-mse,4000,4000,0.11925,3.4802224055654886e-25,13.517306875000031,3.008489013467397e-10,0.04622143752492313
cifar-vs-imagenet64,reject,4000,4,entropy-2-mse,4000,4000,0.10775,1.2462701848899876e-20,10.115079296875138,2.2082590200867003e-09,0.04116764369044583
cifar-vs-imagenet64,reject,4000,5,entropy-2-mse,4000,4000,0.118,1.1459369503553599e-24,13.29240784374997,2.188307313133464e-10,0.042880980693471474
cifar-vs-imagenet64,reject,4000,6,entropy-2-mse,4000,4000,0.113,1.1867126953716904e-22,12.192758765625058,1.46494361086269e-09,0.04106270051702342
cifar-vs-imagenet64,reject,4000,7,entropy-2-mse,4000,4000,0.12475,1.581004959901444e-27,15.120286562500041,2.2162915946921657e-09,0.05305739353210083
cifar-vs-imagenet64,reject,4000,8,entropy-2-mse,4000,4000,0.11225,2.339016711252535e-22,11.193977531250084,3.1277191947509664e-10,0.04262068500640047
cifar-vs-imagenet64,reject,4000,9,entropy-2-mse,4000,4000,0.1015,2.374544165849464e-18,10.035434765625041,1.9298526110489433e-09,0.032742753225438424
cifar-vs-dtd,reject,50,0,entropy-2-mse,50,50,0.14,0.7166468440414822,0.170300000000001,0.3374484658997349,0.29257493007026486
cifar-vs-dtd,reject,50,1,entropy-2-mse,50,50,0.12,0.8692618870414056,0.10219999999999985,0.5839258384712269,0.24658639972379676
cifar-vs-dtd,reject,50,2,entropy-2-mse,50,50,0.16,0.5486851446031328,0.17980000000000018,0.3140246120940805,0.344018894664322
cifar-vs-dtd,reject,50,3,entropy-2-mse,50,50,0.22,0.17858668181221732,0.20940000000000225,0.2525954447318234,0.2771949379460495
cifar-vs-dtd,reject,50,4,entropy-2-mse,50,50,0.18,0.3959398631708505,0.13620000000000232,0.44092903376229786,0.5828200436922906
cifar-vs-dtd,reject,50,5,entropy-2-mse,50,50,0.22,0.17858668181221732,0.42020000000000124,0.06407676988356714,0.2038525277703188
cifar-vs-dtd,reject,50,6,entropy-2-mse,50,50,0.12,0.8692618870414056,0.060000000000002274,0.8279827998553297,0.28269374372732226
cifar-vs-dtd,reject,50,7,entropy-2-mse,50,50,0.2,0.2719135601522248,0.14150000000000063,0.42256096554335054,0.45024790851780394
cifar-vs-dtd,reject,50,8,entropy-2-mse,50,50,0.14,0.7166468440414822,0.12819999999999965,0.47049703491478656,0.24773612231590464
cifar-vs-dtd,reject,50,9,entropy-2-mse,50,50,0.12,0.8692618870414056,0.10699999999999932,0.5608283253009357,0.2973669711849993
cifar-vs-dtd,reject,100,0,entropy-2-mse,100,100,0.08,0.9084105017744525,0.05822500000000019,0.8321455186810955,0.20925581114076644
cifar-vs-dtd,reject,100,1,entropy-2-mse,100,100,0.08,0.9084105017744525,0.06589999999999918,0.7837577212027981,0.15687632925673112
cifar-vs-dtd,reject,100,2,entropy-2-mse,100,100,0.09,0.8154147124661313,0.1388249999999971,0.42858215082036755,0.2689457985717093
cifar-vs-dtd,reject,100,3,entropy-2-mse,100,100,0.19,0.05390207893129876,0.4086249999999936,0.06865523930744455,0.2322615365909336
cifar-vs-dtd,reject,100,4,entropy-2-mse,100,100,0.16,0.1548386665118475,0.19579999999999842,0.27729145188055004,0.3674309171037844
cifar-vs-dtd,reject,100,5,entropy-2-mse,100,100,0.14,0.2819416298082479,0.23517499999999814,0.20949740130983519,0.32314879201312885
cifar-vs-dtd,reject,100,6,entropy-2-mse,100,100,0.09,0.8154147124661313,0.08507499999999624,0.6688683903318055,0.2277221760454013
cifar-vs-dtd,reject,100,7,entropy-2-mse,100,100,0.14,0.2819416298082479,0.26267499999999444,0.17359335668038134,0.2678673813941723
cifar-vs-dtd,reject,100,8,entropy-2-mse,100,100,0.07,0.9684099261397212,0.05667499999999848,0.8418971152954348,0.18699757624993552
cifar-vs-dtd,reject,100,9,entropy-2-mse,100,100,0.06,0.9942356257694902,0.03117499999999751,0.9761811378353038,0.21801661158961835
cifar-vs-dtd,reject,200,0,entropy-2-mse,200,200,0.065,0.7933622419382523,0.055693749999988995,0.8445501675457341,0.15978536590937686
cifar-vs-dtd,reject,200,1,entropy-2-mse,200,200,0.13,0.06801920461119272,0.7193749999999994,0.011415053149637866,0.12133908395248025
cifar-vs-dtd,reject,200,2,entropy-2-mse,200,200,0.12,0.11228360286766195,0.433443749999995,0.05907326781006439,0.12829738306245692
cifar-vs-dtd,reject,200,3,entropy-2-mse,200,200,0.09,0.39352743357720954,0.15879375000000095,0.3650594874971089,0.1832099502966711
cifar-vs-dtd,reject,200,4,entropy-2-mse,200,200,0.12,0.11228360286766195,0.34066249999999343,0.10438915952774297,0.20027049951401474
cifar-vs-dtd,reject,200,5,entropy-2-mse,200,200,0.105,0.220541217580421,0.17976249999999538,0.3112924823074793,0.14544647456120052
cifar-vs-dtd,reject,200,6,entropy-2-mse,200,200,0.09,0.39352743357720954,0.18640624999999034,0.296285564943662,0.14293950194815222
cifar-vs-dtd,reject,200,7,entropy-2-mse,200,200,0.09,0.39352743357720954,0.17543124999998838,0.3215698492690301,0.16667405167213523
cifar-vs-dtd,reject,200,8,entropy-2-mse,200,200,0.1,0.2704743832803917,0.20995624999999052,0.24963224232318537,0.1375721743906182
cifar-vs-dtd,reject,200,9,entropy-2-mse,200,200,0.08,0.5452713464323318,0.13102499999999395,0.4546364323074399,0.16709685436048272
cifar-vs-dtd,reject,500,0,entropy-2-mse,500,500,0.042,0.7704365372945415,0.07062899999999672,0.749025211334825,0.06379443578570475
cifar-vs-dtd,reject,500,1,entropy-2-mse,500,500,0.092,0.028995961061089214,0.610465999999974,0.021082369011567015,0.0787196368976584
cifar-vs-dtd,reject,500,2,entropy-2-mse,500,500,0.08,0.08150167321107067,0.6878759999999886,0.013623985113209947,0.10111616010570344
cifar-vs-dtd,reject,500,3,entropy-2-mse,500,500,0.082,0.06930076569272504,0.5125229999999874,0.03702538285818091,0.10689576751856218
cifar-vs-dtd,reject,500,4,entropy-2-mse,500,500,0.064,0.25760726053364696,0.17011599999997884,0.33411932112514786,0.07716027276504842
cifar-vs-dtd,reject,500,5,entropy-2-mse,500,500,0.074,0.12939616996710074,0.26714699999999425,0.16793191841039457,0.09169388541055179
cifar-vs-dtd,reject,500,6,entropy-2-mse,500,500,0.054,0.4599232291065006,0.12764299999997775,0.4662039447656937,0.06418882545134592
cifar-vs-dtd,reject,500,7,entropy-2-mse,500,500,0.07,0.1725563396262406,0.510672999999997,0.03742669540616306,0.10725193896183297
cifar-vs-dtd,reject,500,8,entropy-2-mse,500,500,0.044,0.7189191850204419,0.08900199999999359,0.6426179897334632,0.08266327843577329
cifar-vs-dtd,reject,500,9,entropy-2-mse,500,500,0.08,0.08150167321107067,0.28070399999998585,0.1534665746353303,0.08109500375662881
cifar-vs-dtd,reject,1000,0,entropy-2-mse,1000,1000,0.055,0.09710349657052789,0.2707759999999553,0.16384970465225146,0.04370670251837297
cifar-vs-dtd,reject,1000,1,entropy-2-mse,1000,1000,0.062,0.042792013924212634,0.5063617499999964,0.03838020355780247,0.051141009722273485
cifar-vs-dtd,reject,1000,2,entropy-2-mse,1000,1000,0.054,0.1082872208757189,0.5372702500000059,0.03207284191468818,0.04918149418500974
cifar-vs-dtd,reject,1000,3,entropy-2-mse,1000,1000,0.061,0.04839715079181246,0.6812507500000038,0.014142931167844153,0.04655823227077055
cifar-vs-dtd,reject,1000,4,entropy-2-mse,1000,1000,0.065,0.029225323426275904,0.7997004999999717,0.00732471360664444,0.05009978654703988
cifar-vs-dtd,reject,1000,5,entropy-2-mse,1000,1000,0.055,0.09710349657052789,0.47514224999997623,0.046091716718918874,0.06229743766800922
cifar-vs-dtd,reject,1000,6,entropy-2-mse,1000,1000,0.043,0.3136800387320582,0.15775249999995822,0.36703699528420397,0.04391540413273262
cifar-vs-dtd,reject,1000,7,entropy-2-mse,1000,1000,0.063,0.03776014017220749,0.8654407500000048,0.005106391646347519,0.06002118548257768
cifar-vs-dtd,reject,1000,8,entropy-2-mse,1000,1000,0.047,0.21939649929677082,0.3204607499999952,0.11853233311284861,0.04231201917280049
cifar-vs-dtd,reject,1000,9,entropy-2-mse,1000,1000,0.073,0.00967775474446886,0.7318902499999922,0.010660241539734772,0.06758279848937876
cifar-vs-dtd,reject,2000,0,entropy-2-mse,2000,2000,0.0485,0.01809676062737047,0.47803443750001406,0.04531214910856696,0.03276533584792514
cifar-vs-dtd,reject,2000,1,entropy-2-mse,2000,2000,0.055,0.004708470314656832,0.8211897500000305,0.006509374782084909,0.02795632628138406
cifar-vs-dtd,reject,2000,2,entropy-2-mse,2000,2000,0.052,0.008951455390244015,0.825474687499991,0.006357960047716271,0.0375993989558287
cifar-vs-dtd,reject,2000,3,entropy-2-mse,2000,2000,0.05,0.013464654930116565,0.5529388125000878,0.029301202310755614,0.030085958557012134
cifar-vs-dtd,reject,2000,4,entropy-2-mse,2000,2000,0.04,0.08151459289877339,0.38990881250003895,0.07683846529999316,0.029681102543699087
cifar-vs-dtd,reject,2000,5,entropy-2-mse,2000,2000,0.036,0.149691055593586,0.3199193750000404,0.11892577617986888,0.03093485184224681
cifar-vs-dtd,reject,2000,6,entropy-2-mse,2000,2000,0.0535,0.00652148041369766,0.6297935000000052,0.018898749036166507,0.03693857060148134
cifar-vs-dtd,reject,2000,7,entropy-2-mse,2000,2000,0.0575,0.0026815887987270428,1.3745173125000747,0.0003340296166008949,0.03182649925318817
cifar-vs-dtd,reject,2000,8,entropy-2-mse,2000,2000,0.043,0.04953464037142928,0.7198508750000201,0.011400761780175794,0.028617911815084916
cifar-vs-dtd,reject,2000,9,entropy-2-mse,2000,2000,0.0595,0.0016786530421931001,1.0925944374999972,0.001494787301773437,0.04560769627509621
cifar-vs-dtd,reject,4000,0,entropy-2-mse,4000,4000,0.045,0.0006060334688991277,1.4776850625000861,0.00019410219234872184,0.022969240830220852
cifar-vs-dtd,reject,4000,1,entropy-2-mse,4000,4000,0.05025,8.189327169746377e-05,1.8695167500000025,2.5115454935220605e-05,0.02112409187964495
cifar-vs-dtd,reject,4000,2,entropy-2-mse,4000,4000,0.052,4.001009375992417e-05,1.8767011874999753,2.4196447612756522e-05,0.02485773876960486
cifar-vs-dtd,reject,4000,3,entropy-2-mse,4000,4000,0.04975,0.00010003885850567805,2.6736637968751893,4.0008317236939206e-07,0.02527873191548126
cifar-vs-dtd,reject,4000,4,entropy-2-mse,4000,4000,0.0415,0.002035589505965807,1.193397906250084,0.000872545688494597,0.02471486104952356
cifar-vs-dtd,reject,4000,5,entropy-2-mse,4000,4000,0.044,0.0008653429723425927,1.4919451875000505,0.00018009621236925177,0.020752003520043454
cifar-vs-dtd,reject,4000,6,entropy-2-mse,4000,4000,0.04875,0.00014838769129567588,1.2840625000001182,0.0005390433989230781,0.02676779593780937
cifar-vs-dtd,reject,4000,7,entropy-2-mse,4000,4000,0.037,0.008367349551940797,1.3925546093751109,0.000303805405834634,0.020810812755147248
cifar-vs-dtd,reject,4000,8,entropy-2-mse,4000,4000,0.046,0.00042104060210787226,1.6589874999999665,7.511874135357477e-05,0.019778008838912894
cifar-vs-dtd,reject,4000,9,entropy-2-mse,4000,4000,0.03925,0.0042115892208289775,1.0041270625001744,0.002405852066133085,0.020870170553574124
cifar-vs-oneclass,reject,50,0,entropy-2-mse,50,50,0.28,0.039194586195352224,0.5944000000000003,0.023039066304836764,0.42366771693054506
cifar-vs-oneclass,reject,50,1,entropy-2-mse,50,50,0.18,0.3959398631708505,0.15729999999999933,0.37302192130336664,0.3581499765822418
cifar-vs-oneclass,reject,50,2,entropy-2-mse,50,50,0.24,0.11238524845512393,0.3979999999999997,0.07334874391059776,0.30173658630137545
cifar-vs-oneclass,reject,50,3,entropy-2-mse,50,50,0.16,0.5486851446031328,0.15279999999999916,0.3863814604988641,0.3301947675811821
cifar-vs-oneclass,reject,50,4,entropy-2-mse,50,50,0.18,0.3959398631708505,0.2362000000000002,0.2089629146883174,0.3839737771408555
cifar-vs-oneclass,reject,50,5,entropy-2-mse,50,50,0.36,0.002834980581320342,0.8356999999999992,0.005954534384677301,0.47184402863633557
cifar-vs-oneclass,reject,50,6,entropy-2-mse,50,50,0.26,0.06779471096995852,0.7685999999999993,0.008631911660396008,0.39033743645728053
cifar-vs-oneclass,reject,50,7,entropy-2-mse,50,50,0.1,0.9667464356809096,0.051400000000001,0.881529999592669,0.2976168228708715
cifar-vs-oneclass,reject,50,8,entropy-2-mse,50,50,0.26,0.06779471096995852,0.41080000000000183,0.06783856486055728,0.3500305617632
cifar-vs-oneclass,reject,50,9,entropy-2-mse,50,50,0.24,0.11238524845512393,0.2765000000000022,0.1588422676560598,0.30668330098509733
cifar-vs-oneclass,reject,100,0,entropy-2-mse,100,100,0.23,0.009878183186176536,0.6279749999999993,0.019059947026923707,0.3393618211044665
cifar-vs-oneclass,reject,100,1,entropy-2-mse,100,100,0.13,0.36818778606286096,0.1393500000000003,0.4267874858893206,0.29685877279407635
cifar-vs-oneclass,reject,100,2,entropy-2-mse,100,100,0.16,0.1548386665118475,0.47802499999999526,0.04532628893400803,0.25544011938786093
cifar-vs-oneclass,reject,100,3,entropy-2-mse,100,100,0.19,0.05390207893129876,0.5392999999999972,0.0316805315957196,0.26969370454743374
cifar-vs-oneclass,reject,100,4,entropy-2-mse,100,100,0.16,0.1548386665118475,0.525624999999998,0.034297379718808974,0.24764613476004732
cifar-vs-oneclass,reject,100,5,entropy-2-mse,100,100,0.31,0.00012016164291946694,1.3067499999999939,0.00047297108298394175,0.47150523449658155
cifar-vs-oneclass,reject,100,6,entropy-2-mse,100,100,0.18,0.07822115797841851,0.5229749999999953,0.034830189968269365,0.28781685400178536
cifar-vs-oneclass,reject,100,7,entropy-2-mse,100,100,0.18,0.07822115797841851,0.5142249999999962,0.03665207157396999,0.272760348063736
cifar-vs-oneclass,reject,100,8,entropy-2-mse,100,100,0.19,0.05390207893129876,0.38544999999999874,0.07909344406015961,0.2539772121700531
cifar-vs-oneclass,reject,100,9,entropy-2-mse,100,100,0.14,0.2819416298082479,0.22944999999999993,0.2180225847251267,0.26474153344143353
cifar-vs-oneclass,reject,200,0,entropy-2-mse,200,200,0.17,0.006094418258803505,0.9859249999999946,0.002645970574218226,0.16596733172155245
cifar-vs-oneclass,reject,200,1,entropy-2-mse,200,200,0.175,0.004304993380033157,1.1946624999999926,0.0008628525218642435,0.16870146982425355
cifar-vs-oneclass,reject,200,2,entropy-2-mse,200,200,0.155,0.016258459276759563,0.7094062500000007,0.012068106764301145,0.13972785465919627
cifar-vs-oneclass,reject,200,3,entropy-2-mse,200,200,0.17,0.006094418258803505,0.7446812499999993,0.009915334445158797,0.21816379496249125
cifar-vs-oneclass,reject,200,4,entropy-2-mse,200,200,0.21,0.0002829222008740643,1.61592499999999,9.341228627424147e-05,0.20691160333732375
cifar-vs-oneclass,reject,200,5,entropy-2-mse,200,200,0.295,4.448673570292354e-08,2.0412125000000003,1.0224755218946058e-05,0.2767332356316777
cifar-vs-oneclass,reject,200,6,entropy-2-mse,200,200,0.215,0.00018395764501293307,1.7173687499999915,5.498143467908001e-05,0.2083315345432241
cifar-vs-oneclass,reject,200,7,entropy-2-mse,200,200,0.205,0.0004306111484986726,1.2876687499999946,0.0005262013673958954,0.1836374267798564
cifar-vs-oneclass,reject,200,8,entropy-2-mse,200,200,0.17,0.006094418258803505,1.0459499999999906,0.001913795339865243,0.16683252742044316
cifar-vs-oneclass,reject,200,9,entropy-2-mse,200,200,0.15,0.0220923622208589,0.6644812499999944,0.015524356582087395,0.279368794257497
cifar-vs-oneclass,reject,500,0,entropy-2-mse,500,500,0.162,3.826456804356892e-06,2.4468759999999747,1.2729438481073885e-06,0.11582968595966567
cifar-vs-oneclass,reject,500,1,entropy-2-mse,500,500,0.164,2.7547859124150135e-06,3.067986999999988,5.3176282488465176e-08,0.12094904445484078
cifar-vs-oneclass,reject,500,2,entropy-2-mse,500,500,0.172,7.102426261651666e-07,2.9193559999999934,1.134544325154252e-07,0.16932515860013828
cifar-vs-oneclass,reject,500,3,entropy-2-mse,500,500,0.182,1.1893503543157425e-07,2.5607789999999966,7.097571521619273e-07,0.13191583727859524
cifar-vs-oneclass,reject,500,4,entropy-2-mse,500,500,0.17,1.0028968167055124e-06,2.6682469999999796,4.0932571399032724e-07,0.1161227617275967
cifar-vs-oneclass,reject,500,5,entropy-2-mse,500,500,0.192,1.796150290481388e-08,3.04745299999999,5.9041158628758694e-08,0.16809470991165323
cifar-vs-oneclass,reject,500,6,entropy-2-mse,500,500,0.162,3.826456804356892e-06,2.5696889999999826,6.780834033159877e-07,0.10962824186346261
cifar-vs-oneclass,reject,500,7,entropy-2-mse,500,500,0.212,2.9997941681975455e-10,4.3916169999999966,6.736045055077966e-11,0.14023728110063133
cifar-vs-oneclass,reject,500,8,entropy-2-mse,500,500,0.15,2.521544567318862e-05,2.4013029999999844,1.6085720553338234e-06,0.10097420360965631
cifar-vs-oneclass,reject,500,9,entropy-2-mse,500,500,0.142,8.166923754298366e-05,1.899899999999974,2.1385078310842687e-05,0.09164681298300377
cifar-vs-oneclass,reject,1000,0,entropy-2-mse,1000,1000,0.151,2.3211878296314437e-10,5.011724249999986,5.098632627209554e-11,0.10282721108739112
cifar-vs-oneclass,reject,1000,1,entropy-2-mse,1000,1000,0.151,2.3211878296314437e-10,4.980730249999965,4.558131649901043e-11,0.10172971615078098
cifar-vs-oneclass,reject,1000,2,entropy-2-mse,1000,1000,0.133,3.979777583324821e-08,4.149905999999987,2.2153079370923479e-10,0.09300845703206892
cifar-vs-oneclass,reject,1000,3,entropy-2-mse,1000,1000,0.154,9.23442040824848e-11,4.838788749999992,2.9580449201205283e-11,0.09617705986418668
cifar-vs-oneclass,reject,1000,4,entropy-2-mse,1000,1000,0.168,9.803857095159588e-13,5.750902249999967,7.136354840397985e-10,0.10758881471232423
cifar-vs-oneclass,reject,1000,5,entropy-2-mse,1000,1000,0.171,3.5127087833331994e-13,5.6392192499999965,4.968779832026371e-10,0.12678237159658223
cifar-vs-oneclass,reject,1000,6,entropy-2-mse,1000,1000,0.157,3.6066664818887265e-11,4.669818249999992,2.6385227336334083e-11,0.08116775054704833
cifar-vs-oneclass,reject,1000,7,entropy-2-mse,1000,1000,0.183,4.808958234324042e-15,6.993271749999963,1.922186854130814e-10,0.09650703214325408
cifar-vs-oneclass,reject,1000,8,entropy-2-mse,1000,1000,0.156,4.944209857281109e-11,5.218597499999987,1.115390002581762e-10,0.08603509749902633
cifar-vs-oneclass,reject,1000,9,entropy-2-mse,1000,1000,0.123,5.214702601499457e-07,3.405900499999973,9.575536585870736e-09,0.08743117602795357
cifar-vs-oneclass,reject,2000,0,entropy-2-mse,2000,2000,0.1315,1.7432897716804928e-15,7.861660625000013,1.651721204254386e-09,0.06940158039565526
cifar-vs-oneclass,reject,2000,1,entropy-2-mse,2000,2000,0.142,5.3936812397434335e-18,9.080207437500007,3.19654192004748e-10,0.07613370646053082
cifar-vs-oneclass,reject,2000,2,entropy-2-mse,2000,2000,0.1255,3.871180232832529e-14,7.7077188125000475,1.1680487688181529e-09,0.079422395559934
cifar-vs-oneclass,reject,2000,3,entropy-2-mse,2000,2000,0.1385,3.8910250950483934e-17,9.084524625000086,3.2253644199897735e-10,0.0736258138516005
cifar-vs-oneclass,reject,2000,4,entropy-2-mse,2000,2000,0.136,1.54798728531614e-16,8.382910375000051,6.647293826489431e-11,0.06816293388754512
cifar-vs-oneclass,reject,2000,5,entropy-2-mse,2000,2000,0.1495,6.603706674398051e-20,9.32598100000007,5.258847801670186e-10,0.08243413520955963
cifar-vs-oneclass,reject,2000,6,entropy-2-mse,2000,2000,0.154,4.212888961576606e-21,10.896969624999997,1.8741153073875694e-10,0.08598972614786042
cifar-vs-oneclass,reject,2000,7,entropy-2-mse,2000,2000,0.1705,8.581313841989935e-26,12.940708875000041,3.992354558057798e-09,0.08995496400813376
cifar-vs-oneclass,reject,2000,8,entropy-2-mse,2000,2000,0.142,5.3936812397434335e-18,8.751555000000053,1.572871832777878e-10,0.0727314071549345
cifar-vs-oneclass,reject,2000,9,entropy-2-mse,2000,2000,0.138,5.13913233261322e-17,8.700158187500051,1.400990434774485e-10,0.08115410729904353
cifar-vs-oneclass,reject,4000,0,entropy-2-mse,4000,4000,0.152,1.0335962225773004e-40,21.16230723437502,2.2483591655131363e-09,0.07679857527264469
cifar-vs-oneclass,reject,4000,1,entropy-2-mse,4000,4000,0.15775,7.86349246166918e-44,23.88986848437503,1.4055097086185242e-09,0.09221085362465711
cifar-vs-oneclass,reject,4000,2,entropy-2-mse,4000,4000,0.133,3.052977599119597e-31,16.605721718750146,5.3826831880599e-10,0.06640484742427967
cifar-vs-oneclass,reject,4000,3,entropy-2-mse,4000,4000,0.15625,5.254670518701564e-43,22.399989140625166,5.683824078062116e-09,0.07902334307945842
cifar-vs-oneclass,reject,4000,4,entropy-2-mse,4000,4000,0.149,3.933964269752371e-39,19.88014360937518,7.630722720364247e-10,0.07188209072117323
cifar-vs-oneclass,reject,4000,5,entropy-2-mse,4000,4000,0.15925,1.1552333297138185e-44,23.02281815624997,8.733828438245439e-09,0.08431874780099524
cifar-vs-oneclass,reject,4000,6,entropy-2-mse,4000,4000,0.14325,3.425569503875491e-36,19.789991265625076,7.035775295705093e-10,0.0763263913810866
cifar-vs-oneclass,reject,4000,7,entropy-2-mse,4000,4000,0.161,1.204379672221773e-45,22.80810060937506,7.551248293324875e-09,0.08625696376165998
cifar-vs-oneclass,reject,4000,8,entropy-2-mse,4000,4000,0.14975,1.5948114338948223e-39,19.74935139062518,6.781349926043845e-10,0.0744001819362299
cifar-vs-oneclass,reject,4000,9,entropy-2-mse,4000,4000,0.13525,2.6915664211220515e-32,17.71835440625,1.689225315182341e-09,0.07192007737459878
cifar-vs-uniform,reject,50,0,entropy-2-mse,50,50,0.32,0.011511738725894704,1.1643000000000008,0.0010005673345288013,0.6883518360253623
cifar-vs-uniform,reject,50,1,entropy-2-mse,50,50,0.3,0.02170784069014051,0.9085999999999999,0.003990782705761808,0.65870912060357
cifar-vs-uniform,reject,50,2,entropy-2-mse,50,50,0.34,0.005841778142694731,0.9754000000000005,0.002772738687292331,0.5798657760274726
cifar-vs-uniform,reject,50,3,entropy-2-mse,50,50,0.38,0.0013147736033165794,1.2834000000000003,0.000529552864423577,0.6823918000125246
cifar-vs-uniform,reject,50,4,entropy-2-mse,50,50,0.36,0.002834980581320342,0.9953000000000003,0.0024887233887209703,0.5676906955666756
cifar-vs-uniform,reject,50,5,entropy-2-mse,50,50,0.44,9.909301386655972e-05,1.0732,0.0016329491803233065,0.4666839258048999
cifar-vs-uniform,reject,50,6,entropy-2-mse,50,50,0.4,0.0005822568814776493,0.9859000000000009,0.0026190021107924677,0.6465288710393465
cifar-vs-uniform,reject,50,7,entropy-2-mse,50,50,0.3,0.02170784069014051,0.7269000000000005,0.010890583632160444,0.4319118871782947
cifar-vs-uniform,reject,50,8,entropy-2-mse,50,50,0.28,0.039194586195352224,0.6030000000000015,0.021932509695376634,0.49469187567907025
cifar-vs-uniform,reject,50,9,entropy-2-mse,50,50,0.3,0.02170784069014051,0.7263000000000019,0.010927179342945514,0.5609008480553553
cifar-vs-uniform,reject,100,0,entropy-2-mse,100,100,0.33,3.211428734211389e-05,2.070425,8.699905422737686e-06,0.782303462807026
cifar-vs-uniform,reject,100,1,entropy-2-mse,100,100,0.36,3.751914289152195e-06,2.2212749999999986,3.988519882147656e-06,0.8224622417753227
cifar-vs-uniform,reject,100,2,entropy-2-mse,100,100,0.36,3.751914289152195e-06,1.9326749999999961,1.7771669746924346e-05,0.602059100351134
cifar-vs-uniform,reject,100,3,entropy-2-mse,100,100,0.3,0.0002248739317492479,1.8815249999999963,2.318294122449771e-05,0.6312494519745924
cifar-vs-uniform,reject,100,4,entropy-2-mse,100,100,0.36,3.751914289152195e-06,2.2360749999999996,3.6951604540647054e-06,0.767028977149455
cifar-vs-uniform,reject,100,5,entropy-2-mse,100,100,0.35,7.850159128072286e-06,1.7068749999999966,5.7609321117646495e-05,0.615589206946425
cifar-vs-uniform,reject,100,6,entropy-2-mse,100,100,0.38,8.001543644272532e-07,2.2560999999999964,3.3323873769308676e-06,0.804060495640315
cifar-vs-uniform,reject,100,7,entropy-2-mse,100,100,0.32,6.281176788972264e-05,1.7752999999999943,4.030749591299454e-05,0.6924816765743848
cifar-vs-uniform,reject,100,8,entropy-2-mse,100,100,0.3,0.0002248739317492479,1.418025,0.00026248173389464835,0.6332873949412177
cifar-vs-uniform,reject,100,9,entropy-2-mse,100,100,0.31,0.00012016164291946694,1.6486499999999964,7.811372282406914e-05,0.6880782062111399
cifar-vs-uniform,reject,200,0,entropy-2-mse,200,200,0.325,9.594235055800515e-10,4.183587500000002,1.8365109433204907e-10,1.0352672191198782
cifar-vs-uniform,reject,200,1,entropy-2-mse,200,200,0.295,4.448673570292354e-08,3.905468749999997,8.971625664599969e-10,0.9946288166167472
cifar-vs-uniform,reject,200,2,entropy-2-mse,200,200,0.315,3.602472544567432e-09,3.664874999999995,2.570749280117468e-09,0.9384071965545745
cifar-vs-uniform,reject,200,3,entropy-2-mse,200,200,0.285,1.4639479233432268e-07,3.625824999999992,3.116985447526588e-09,0.9208251968752026
cifar-vs-uniform,reject,200,4,entropy-2-mse,200,200,0.345,5.951062636424447e-11,4.2120125,1.5930845531642035e-10,0.940268283175482
cifar-vs-uniform,reject,200,5,entropy-2-mse,200,200,0.3,2.4125498977354686e-08,2.824837500000001,1.8216835617757e-07,0.7972958393828763
cifar-vs-uniform,reject,200,6,entropy-2-mse,200,200,0.32,1.8694649189611297e-09,3.6616874999999993,2.611261540330645e-09,0.9333664041677195
